[Summary]
Cell: 269 NM9505 30C
First Protocol: C:\Users\OEMS\Documents\EC-Lab\Data\Mitch\Protocols\AMIDR Form.mps
Mass (mg): 2.367
Capacity (mAHr): 0.533
Started: 05/30/2023 14:13:48.985
[End Summary]
[Data]
Step Type,Run Time (h),Current (A),Potential vs. Counter (V),Potential (V),Capacity (Ah),Step Number
1,0.0,2.6480887e-05,2.9660842,2.6494253,0.0,1
1,4.1833332276534443e-05,2.6622739e-05,2.9761159,2.6557784,1.113792084985309e-09,1
1,0.00011444444155333462,2.6624646e-05,2.9861946,2.6657426,3.047017696003119e-09,1
1,0.00019455555064066881,2.6623374000000002e-05,2.9962349,2.6758401,5.179928544805281e-09,1
1,0.0002776666596522167,2.6631643999999998e-05,3.0062943,2.6857088,7.3927168333902955e-09,1
1,0.00036533332410423696,2.6624646e-05,3.0162966,2.6959209,9.726794433159132e-09,1
1,0.0004556666551555583,2.6622739e-05,3.0263941,2.7059422,1.213184483318279e-08,1
1,0.0005493333194560061,2.6623374000000002e-05,3.0363965,2.7160208,1.462562907652722e-08,1
1,0.0006457222059099069,2.66291e-05,3.0464177,2.7260039,1.7191882651402722e-08,1
1,0.0007468888700208887,2.6627827e-05,3.0564198,2.7359869,1.9885284659970138e-08,1
1,0.0008512777562726922,2.6629735000000003e-05,3.0664985,2.7459321,2.26644847996326e-08,1
1,0.0009623888645769005,2.6618922e-05,3.0766151,2.7560296,2.562265335188972e-08,1
1,0.0010778888616591253,2.6621465e-05,3.0866747,2.7661464,2.8697605425078012e-08,1
1,0.0011990555252648645,2.6623374000000002e-05,3.0966768,2.7762249,3.192346802674648e-08,1
1,0.0013245555220944677,2.6624013e-05,3.106679,2.7860744,3.526459497409976e-08,1
1,0.001458555518709343,2.6628463000000003e-05,3.1167195,2.7961912,3.8832090244938935e-08,1
1,0.001597222181872995,2.6617648000000002e-05,3.1267791,2.8061171,4.252379566855314e-08,1
1,0.0017446666225926796,2.6627188999999998e-05,3.1367812,2.816272,4.644913529139012e-08,1
1,0.0018986666187023123,2.662592e-05,3.1468024,2.8261597,5.054897266802274e-08,1
1,0.0020598888368517187,2.6618287e-05,3.1568046,2.8362,5.4841064911025256e-08,1
1,0.0022271110548495524,2.6632279e-05,3.1668067,2.8462021,5.929288457075341e-08,1
1,0.0024037777170532433,2.6628463000000003e-05,3.1768281,2.8561089,6.399614809153395e-08,1
1,0.0025918332678581163,2.6621465e-05,3.1868305,2.8662066,6.900265721873277e-08,1
1,0.002789999929518672,2.6622739e-05,3.196928,2.8761706,7.427833276045404e-08,1
1,0.0030009999241883637,2.6619555e-05,3.2069685,2.8863065,7.989570476621804e-08,1
1,0.0032252776963004083,2.6615741e-05,3.2169898,2.8962896,8.586656909135896e-08,1
1,0.0034635554680587832,2.6619555e-05,3.2270491,2.9063108,9.221007194545948e-08,1
1,0.0037218887948660666,2.662592e-05,3.2370515,2.9163132,9.908755949884652e-08,1
1,0.003996944343473136,2.662592e-05,3.2470918,2.9265254,1.064102199143834e-07,1
1,0.0042899443360713335,2.6620829e-05,3.2571704,2.9364703,1.1421059331308219e-07,1
1,0.004605555439209436,2.6618922e-05,3.2672489,2.9465296,1.2261288540944868e-07,1
1,0.004942722097358555,2.6620829e-05,3.2772512,2.9565129,1.3158895340034122e-07,1
1,0.0053133331991072445,2.6615104e-05,3.2872915,2.9665723,1.414553452920583e-07,1
1,0.005704499855892208,2.6624013e-05,3.2973893,2.9766319,1.518689102006869e-07,1
1,0.0061346109561378,2.6619555e-05,3.3073914,2.9866722,1.633192654633895e-07,1
1,0.006588444278006338,2.6623374000000002e-05,3.3173935,2.9965599,1.7540112313504018e-07,1
1,0.007082499821081,2.6618922e-05,3.3273957,3.0066001,1.885538255809289e-07,1
1,0.0076337775849323304,2.6619555e-05,3.3374171,3.0165453,2.0322961764079e-07,1
1,0.008231388680946514,2.6619555e-05,3.3474383,3.0265284,2.1913879437268611e-07,1
1,0.008907999774964991,2.6627188999999998e-05,3.3574977,3.0365496,2.371508478952779e-07,1
1,0.009661944200363197,2.6619555e-05,3.3676145,3.0466855,2.57221529043797e-07,1
1,0.010520721956446424,2.6622739e-05,3.377636,3.0568213,2.800831306499119e-07,1
1,0.011499221931727437,2.6620194e-05,3.3876381,3.0666897,3.061315209567547e-07,1
1,0.012646444124968386,2.6626555e-05,3.3976402,3.0767875,3.366714627626869e-07,1
1,0.014009777423861022,2.6615104e-05,3.4076807,3.0866179,3.7296435614209623e-07,1
1,0.015663999604294078,2.6617648000000002e-05,3.4176829,3.0966773,4.170007256487798e-07,1
1,0.017741832885136925,2.6616376e-05,3.4277234,3.1066797,4.723137574747412e-07,1
1,0.02041438837317805,2.6620194e-05,3.4377255,3.1166246,5.434578839385261e-07,1
1,0.02401649939329218,2.6615741e-05,3.4477277,3.1265886,6.393467231846104e-07,1
1,0.029233054817066444,2.6627827e-05,3.4577298,3.1365526,7.782129728792028e-07,1
1,0.037431776832171526,2.6625281000000002e-05,3.4677701,3.1465166,9.96464955905142e-07,1
1,0.05174099869291239,2.6627188999999998e-05,3.4777725,3.156538,1.377377003144266e-06,1
1,0.07593910919272781,2.6621465e-05,3.4877746,3.1665592,2.021527499045142e-06,1
1,0.10980133055951832,2.6623374000000002e-05,3.497777,3.1765041,2.922967800825627e-06,1
1,0.14208366307733133,2.6627188999999998e-05,3.5077791,3.18643,3.782349039680946e-06,1
1,0.16927749572369066,2.6620194e-05,3.5178003,3.1964321,4.506262862737187e-06,1
1,0.19240260625061234,2.6622102000000003e-05,3.5278025,3.2063389,5.121868310037793e-06,1
1,0.2141514390345239,2.6623374000000002e-05,3.5378048,3.2163413,5.7008484989371565e-06,1
1,0.23746510511223784,2.6623374000000002e-05,3.547807,3.2264578,6.321466646877842e-06,1
1,0.2671187710297899,2.6615741e-05,3.5578094,3.2364221,7.110832392044055e-06,1
1,0.31100415881004057,2.6615104e-05,3.5678113,3.2462523,8.2790311124598e-06,1
1,0.3661483796392025,2.6617648000000002e-05,3.5778327,3.2562928,9.74694458634189e-06,1
1,0.41183587848503916,2.6621465e-05,3.5878351,3.2664478,1.096310248786294e-05,1
1,0.45285709967097837,2.6620829e-05,3.597856,3.2766216,1.205507336828433e-05,1
1,0.4963019319068028,2.6627827e-05,3.6078584,3.286643,1.3211594680620151e-05,1
1,0.5513185416280775,2.6615741e-05,3.6178608,3.2969124,1.4676124722134941e-05,1
1,0.6335759284389697,2.6617648000000002e-05,3.6278629,3.30722,1.686577828751101e-05,1
1,0.7870494801174572,2.6620194e-05,3.6378651,3.3176231,2.0951240085835777e-05,1
1,1.1203828605856363,2.6630372e-05,3.6467984,3.327549,2.982462030237748e-05,1
1,1.453716245209964,2.6620829e-05,3.6513796,3.3325119,3.869809451723502e-05,1
1,1.7870496300631202,2.6620194e-05,3.6540902,3.3357952,4.757153865068096e-05,1
1,2.1203830149162806,2.6620194e-05,3.6569152,3.3389637,5.644501777747542e-05,1
1,2.453716399769433,2.6620829e-05,3.6597402,3.3420942,6.531812818074889e-05,1
1,2.787049784622594,2.6622739e-05,3.6626418,3.3451293,7.41910538423999e-05,1
1,3.1203831694757445,2.6617648000000002e-05,3.6656003,3.3484123,8.306410559715776e-05,1
1,3.4537165543289055,2.6617648000000002e-05,3.66854,3.3514855,9.19369209451332e-05,1
1,3.787049939182061,2.6611923999999997e-05,3.6717086,3.354845,0.00010080935198233231,1
1,4.1203833240352195,2.6615104e-05,3.6753354,3.3585291,0.000109681231019172,1
1,4.453716708888378,2.6611923999999997e-05,3.6787519,3.3620985,0.0001185530789688933,1
1,4.78705009374153,2.6616376e-05,3.682379,3.3658781,0.0001274247266511106,1
1,5.120383478594691,2.6610654e-05,3.6864257,3.3699439,0.00013629625336016092,1
1,5.453716863447847,2.6621465e-05,3.6902242,3.3739333,0.0001451676636573964,1
1,5.787050248301005,2.6624646e-05,3.694042,3.3779228,0.0001540410734745446,1
1,6.120383633154161,2.6620194e-05,3.6978402,3.3818357,0.0001629150535325449,1
1,6.453717018007317,2.6615741e-05,3.7017343,3.3858442,0.0001717893478008655,1
1,6.787050402860477,2.6625281000000002e-05,3.7058573,3.3902154,0.00018066404097688248,1
1,7.120383787713639,2.6627188999999998e-05,3.7102668,3.3947203,0.00018953879682539278,1
1,7.4537171725667974,2.6632279e-05,3.7152107,3.3997595,0.00019841383252768997,1
