[Summary]
Cell: 217 NM9505 30C
First Protocol: C:\Users\OEMS\Documents\EC-Lab\Data\Mitch\Protocols\AMIDR Form.mps
Mass (mg): 0.743
Capacity (mAHr): 0.167
Started: 02/24/2023 19:52:03.103
[End Summary]
[Data]
Step Type,Run Time (h),Current (A),Potential vs. Counter (V),Potential (V),Capacity (Ah),Step Number
1,4.027781047378489,-4.1552833e-06,4.079665238613861,3.756472307920793,0.0001825894846388478,1
1,4.027795075156106,-4.177998684e-06,4.078719369,3.7561513760000014,0.00018258942603049786,1
1,4.027822852933547,-4.177903351000001e-06,4.0781365670000005,3.7557232439999964,0.0001825893099745912,1
1,4.027850630710988,-4.177968206000001e-06,4.077907052000001,3.7555326799999977,0.00018258919391938775,1
1,4.027878408488432,-4.177987279000001e-06,4.077830883000002,3.755460834000001,0.00018258907786407216,1
1,4.027906186265872,-4.178035603999999e-06,4.077770982999997,3.755421154,0.00018258896180812527,1
1,4.027933964043314,-4.178073099000002e-06,4.077728649999998,3.7553914059999998,0.00018258884575249912,1
1,4.027961741820754,-4.1780801040000005e-06,4.077728264,3.7553790059999987,0.0001825887296954358,1
1,4.027989519598195,-4.178029884000001e-06,4.077683067999999,3.755363179000001,0.00018258861363884115,1
1,4.028017297375637,-4.178035579e-06,4.0776830660000005,3.7553587910000004,0.00018258849758302924,1
1,4.0280450745975225,-4.178038753000002e-06,4.077646251000001,3.755344866000001,0.00018258838152861281,1
1,4.028199214040101,-4.178084566000001e-06,4.077597240999999,3.7553032910000006,0.00018258773752983072,1
1,4.028476991814515,-4.17813353e-06,4.0774929030000004,3.755247976,0.00018258657696181748,1
1,4.0287547695889305,-4.178065505000001e-06,4.077435490999999,3.755205251,0.00018258541639068002,1
1,4.029032547363345,-4.178059772000003e-06,4.077385709999999,3.7551619549999997,0.0001825842558207852,1
1,4.02931032513776,-4.1780826460000015e-06,4.077312842999998,3.7551112190000002,0.0001825830952501522,1
1,4.029588102912175,-4.1780222400000015e-06,4.0772464710000005,3.755062197999999,0.00018258193468084698,1
1,4.0298658806865895,-4.178000639000002e-06,4.0772079560000005,3.7550341599999975,0.00018258077411639875,1
1,4.030143658461004,-4.178040664000001e-06,4.077168688000001,3.755010519,0.0001825796135508008,1
1,4.030421435679862,-4.1780025340000006e-06,4.077120452,3.754972960000001,0.0001825784529873979,1
1,4.031961825105659,-4.178061687e-06,4.076910736000001,3.754807182000001,0.00018257201716592898,1
1,4.034739602849807,-4.178064804e-06,4.0766293450000015,3.7545680509999992,0.0001825604114800582,1
1,4.037517380593953,-4.178086486000002e-06,4.076355448,3.7543300429999973,0.0001825488057562382,1
1,4.0402951583380995,-4.178171026999999e-06,4.076165671999998,3.7541579689999995,0.00018253719988077814,1
1,4.043072936082246,-4.1781176570000015e-06,4.075946517,3.7539545100000016,0.000182525593917382,1
1,4.045850713826392,-4.178148761e-06,4.0757462570000005,3.753771589999998,0.0001825139879686702,1
1,4.048628491570539,-4.1781259040000015e-06,4.075591092,3.7536093300000006,0.00018250238206938703,1
1,4.051406269314686,-4.178157669e-06,4.075415924,3.7534395410000005,0.00018249077615945273,1
1,4.054183760947725,-4.178165314000003e-06,4.075233840999999,3.753285075999999,0.00018247917139983428,1
0,4.0555445470423415,0.0,4.0763383,3.7543695,0.00018247354154514637,2
0,4.058322324786486,0.0,4.0776119,3.7545946,0.00018247354154514637,2
0,4.0611001025306335,0.0,4.0777645,3.7547281,0.00018247354154514637,2
0,4.063877880274781,0.0,4.0778217,3.7547853,0.00018247354154514637,2
0,4.066655658018928,0.0,4.0780506,3.7548044,0.00018247354154514637,2
0,4.069433435763075,0.0,4.0780883,3.7549567,0.00018247354154514637,2
0,4.072211213507219,0.0,4.0777645,3.7547853,0.00018247354154514637,2
0,4.074988991251367,0.0,4.0780692,3.7549758,0.00018247354154514637,2
0,4.077766768995514,0.0,4.0780311,3.7549186,0.00018247354154514637,2
0,4.080544546739661,0.0,4.0780883,3.7549567,0.00018247354154514637,2
